-0.00641	-0.00061
-0.06964	-0.12775
0.00497	0.04410
-0.01358	-0.06030
-0.07050	-0.11563
0.04254	0.07840
-0.05338	-0.10318
-0.03726	-0.05847
0.08563	0.03491
-0.08618	-0.16354
0.02533	0.02548
0.06290	0.00757
-0.11508	-0.14218
0.09848	0.07730
0.01315	-0.07837
-0.08994	-0.10150
0.10895	0.09396
-0.08356	-0.13132
-0.00412	-0.02969
0.11386	0.05374
-0.12323	-0.13434
0.06943	0.06424
0.03668	-0.02023
-0.11621	-0.10690
0.12146	0.10712
-0.04568	-0.09283
-0.07040	-0.02365
0.10468	0.08682
-0.09891	-0.15225
0.01358	0.04291
0.04297	0.01114
-0.13321	-0.09845
0.06622	0.12570
-0.02777	-0.08527
-0.10574	-0.03772
0.07886	0.09464
-0.11420	-0.13687
-0.06708	0.07895
0.05286	0.02628
-0.12668	-0.12015
0.02371	0.12860
-0.02518	-0.07733
-0.14566	-0.04160
0.06436	0.11050
-0.09375	-0.12378
-0.06879	0.05872
0.07312	0.02274
-0.15671	-0.11041
0.00726	0.11545
0.00827	-0.06021
-0.15784	-0.03140
0.07816	0.10016
-0.07559	-0.10849
-0.09641	0.03198
0.06290	-0.00046
-0.16702	-0.11026
-0.00342	0.07239
0.01151	-0.07462
-0.16312	-0.05505
0.07245	0.04797
-0.07913	-0.11237
-0.11377	0.00977
0.05463	-0.01422
-0.14615	-0.09030
-0.00659	0.04648
0.00592	-0.08844
-0.14603	-0.04410
0.05362	0.04184
-0.07300	-0.10101
-0.08121	0.01849
0.06543	-0.00558
-0.09940	-0.07245
0.01828	0.03189
0.01538	-0.07956
-0.08896	-0.01981
0.08270	0.01300
-0.03802	-0.09619
-0.02542	0.02744
0.08783	-0.04895
-0.06650	-0.05899
0.03564	0.04385
0.02509	-0.09088
-0.04541	0.01047
0.09521	-0.00241
-0.01721	-0.09641
0.01630	0.06534
0.07593	-0.05521
-0.05057	-0.02859
0.08096	0.05820
0.02985	-0.12369
-0.01791	0.03894
0.10086	0.02225
-0.04153	-0.09552
0.04138	0.10419
0.07306	-0.03778
-0.05447	-0.04630
0.10150	0.08929
-0.00583	-0.08401
-0.01605	0.03253
0.12222	0.05847
