-0.02756	-0.06696
0.02548	0.05411
-0.00882	-0.01239
-0.05359	-0.04330
0.01950	0.10461
-0.03479	-0.04691
-0.03607	0.00095
0.03586	0.05554
-0.06482	-0.09698
-0.02728	0.08408
0.01123	0.02744
-0.07074	-0.06915
0.04413	0.12460
-0.00967	-0.05219
-0.07394	-0.04306
0.04272	0.10471
-0.07809	-0.06467
-0.01135	0.06058
0.05609	0.04648
-0.11975	-0.10641
0.03769	0.09695
0.00375	-0.01309
-0.13565	-0.06146
0.07315	0.12863
-0.02374	-0.06976
-0.04816	-0.01099
0.08173	0.09149
-0.10995	-0.11060
0.00598	0.07791
0.07022	0.06006
-0.11826	-0.11810
0.08243	0.10510
0.01685	-0.01202
-0.11270	-0.05862
0.10504	0.13852
-0.05658	-0.07602
-0.03064	0.00546
0.13477	0.11737
-0.10138	-0.12579
0.04248	0.05942
0.09158	0.04752
-0.10187	-0.12811
0.12512	0.10757
0.02979	-0.03333
-0.05768	-0.07956
0.17838	0.10052
-0.03690	-0.10916
-0.00986	0.01883
0.16284	0.08145
-0.07175	-0.12973
0.07590	0.06793
0.11700	0.00055
-0.08859	-0.11404
0.10190	0.07123
0.01883	-0.04803
-0.04202	-0.04095
0.13989	0.05551
-0.04700	-0.09271
0.00275	-0.01996
0.10718	0.04282
-0.07806	-0.06259
0.04501	0.00415
0.06668	0.00797
-0.04944	-0.06805
0.06866	0.01404
0.00229	0.01010
-0.04886	-0.04495
0.07446	0.02094
-0.00714	-0.00952
-0.03314	-0.03763
0.04630	0.01874
-0.05103	-0.02527
-0.03677	-0.00360
0.03046	0.03903
-0.06787	-0.04333
-0.02676	-0.00183
0.01944	0.02667
-0.06635	-0.05225
-0.02441	0.01578
-0.01266	0.03018
-0.05212	-0.02646
0.01093	0.02649
-0.01685	0.00226
-0.04425	-0.03360
0.02292	0.01663
-0.02930	0.01401
-0.03497	-0.00171
0.03647	0.02356
-0.02502	-0.00455
-0.01779	-0.01651
0.01343	0.05807
-0.05801	-0.00543
-0.01733	-0.03674
0.01407	0.06189
-0.04642	-0.02933
-0.02338	-0.01843
-0.03052	0.05127
-0.07123	-0.04376
-0.00092	0.03149
-0.02606	0.01013
