-0.00385	-0.03534
-0.01733	0.02371
0.01193	0.02850
-0.01712	-0.03351
-0.01254	0.07056
0.01346	-0.01370
-0.01480	-0.00183
0.01437	0.06265
-0.01459	-0.05630
-0.01553	0.08322
0.04398	0.03693
-0.02701	-0.05585
0.02017	0.10840
0.02817	-0.03577
-0.04556	0.01300
0.05338	0.11829
-0.01260	-0.07281
0.01379	0.06393
0.08554	0.04242
-0.07355	-0.07764
0.05106	0.12149
0.04779	0.00168
-0.04944	-0.02710
0.12262	0.11200
-0.01376	-0.07739
-0.01303	0.02728
0.10464	0.09845
-0.06415	-0.08368
0.07941	0.08817
0.08926	0.02158
-0.06699	-0.07199
0.10361	0.12665
-0.00565	-0.02676
-0.03479	0.00125
0.13391	0.09363
-0.06116	-0.07346
0.01608	0.06436
0.08340	0.02777
-0.10214	-0.05356
0.08347	0.09952
0.01859	-0.04108
-0.08450	-0.01236
0.09644	0.09073
-0.05948	-0.07080
-0.01199	0.02481
0.06583	0.04196
-0.09637	-0.06192
0.04996	0.07919
0.00250	0.00381
-0.06738	-0.03720
0.08401	0.08664
-0.04456	-0.05817
-0.02307	0.00665
0.06635	0.09888
-0.04715	-0.06610
0.04266	0.02524
0.03632	0.02802
-0.05554	-0.03381
0.05933	0.06329
-0.00427	-0.02914
-0.02127	-0.00470
0.10281	0.04205
-0.02896	-0.05991
-0.02206	0.02020
0.06192	0.03036
-0.01825	-0.02301
0.05179	0.02835
0.02319	-0.00085
-0.01831	0.00290
0.06158	0.03784
-0.02716	-0.00369
0.00616	0.02045
0.06808	0.03162
-0.01935	-0.01147
0.02258	0.02771
0.02252	0.01407
-0.02039	0.00284
0.02661	0.04996
-0.00473	-0.00958
-0.01227	0.01398
0.03003	0.04047
-0.01788	-0.03781
-0.01126	0.00961
0.01166	0.01111
-0.02933	-0.02841
0.01089	0.02240
-0.00342	0.01227
-0.02921	-0.00009
0.01889	0.01242
-0.04266	-0.00702
-0.03134	-0.00082
0.01352	0.02716
-0.03516	0.00159
0.00339	-0.02982
-0.00253	-0.00040
-0.04071	-0.00345
-0.01392	-0.01807
-0.01984	-0.00986
-0.00912	-0.01978
0.00995	-0.02396
